-3.000, -0.1411200174
-2.900, -0.2392491301
-2.800, -0.3349880403
-2.700, -0.4273798210
-2.600, -0.5155013406
-2.500, -0.5984721280
-2.400, -0.6754631725
-2.300, -0.7457054122
-2.200, -0.8084965067
-2.100, -0.8632094179
-2.000, -0.9092974515
-1.900, -0.9463000991
-1.800, -0.9738476360
-1.700, -0.9916646536
-1.600, -0.9995735316
-1.500, -0.9974949557
-1.400, -0.9854497174
-1.300, -0.9635581806
-1.200, -0.9320390843
-1.100, -0.8912074310
-1.000, -0.8414710097
-0.900, -0.7833269174
-0.800, -0.7173560930
-0.700, -0.6442176877
-0.600, -0.5646424457
-0.500, -0.4794255332
-0.400, -0.3894183416
-0.300, -0.2955202066
-0.200, -0.1986693333
-0.100, -0.0998334167
0.000, 0E-10
0.100, 0.0998334167
0.200, 0.1986693333
0.300, 0.2955202066
0.400, 0.3894183416
0.500, 0.4794255332
0.600, 0.5646424457
0.700, 0.6442176877
0.800, 0.7173560930
0.900, 0.7833269174
1.000, 0.8414710097
1.100, 0.8912074310
1.200, 0.9320390843
1.300, 0.9635581806
1.400, 0.9854497174
1.500, 0.9974949557
1.600, 0.9995735316
1.700, 0.9916646536
1.800, 0.9738476360
1.900, 0.9463000991
2.000, 0.9092974515
2.100, 0.8632094179
2.200, 0.8084965067
2.300, 0.7457054122
2.400, 0.6754631725
2.500, 0.5984721280
2.600, 0.5155013406
2.700, 0.4273798210
2.800, 0.3349880403
2.900, 0.2392491301
3.000, 0.1411200174
3.100, 0.0415806798
3.200, -0.0583741116
3.300, -0.1577456372
3.400, -0.2555410018
3.500, -0.3507830540
3.600, -0.4425201472
3.700, -0.5298361572
3.800, -0.6118579194
3.900, -0.6877662083
4.000, -0.7568025787
4.100, -0.8182772510
4.200, -0.8715760041
4.300, -0.9161663159
4.400, -0.9516020503
4.500, -0.9775300781
4.600, -0.9936909382
4.700, -0.9999231504
4.800, -0.9961644352
4.900, -0.9824523341
5.000, -0.9589238321
5.100, -0.9258147127
5.200, -0.8834547050
5.300, -0.8322675215
5.400, -0.7727646139
5.500, -0.7055405251
5.600, -0.6312669505
5.700, -0.5506860284
5.800, -0.4646021433
5.900, -0.3738766076
